in,side,subside,color,area,margin,overlap,type,filename
in10,ventral,NA,yellow,area3,NA,NA,ground,in10_ventral_yellow_area3_ground_scale0024.jpg
in10,ventral,NA,yellow,area3,NA,NA,ground,in10_ventral_yellow_area3_ground_scale0003.jpg
in10,ventral,NA,yellow,area3,NA,NA,ground,in10_ventral_yellow_area3_ground_scale0005.jpg
in10,ventral,NA,yellow,area3,NA,NA,ground,in10_ventral_yellow_area3_ground_scale0026.jpg
in10,ventral,NA,yellow,area3,NA,NA,ground,in10_ventral_yellow_area3_ground_scale0019.jpg
in10,ventral,NA,yellow,area3,NA,NA,ground,in10_ventral_yellow_area3_ground_scale0020.jpg
in10,ventral,NA,yellow,area3,NA,NA,ground,in10_ventral_yellow_area3_ground_scale0015.jpg
in10,ventral,NA,yellow,area1,NA,NA,cover,in10_ventral_yellow_area1_cover_scale0026.jpg
in10,ventral,NA,yellow,area1,NA,NA,cover,in10_ventral_yellow_area1_cover_scale0013.jpg
in10,ventral,NA,yellow,area1,NA,NA,cover,in10_ventral_yellow_area1_cover_scale0020.jpg
in10,ventral,NA,yellow,area1,NA,NA,cover,in10_ventral_yellow_area1_cover_scale0027.jpg
in10,ventral,NA,yellow,area1,NA,NA,cover,in10_ventral_yellow_area1_cover_scale0031.jpg
in10,ventral,NA,yellow,area1,NA,NA,cover,in10_ventral_yellow_area1_cover_scale0018.jpg
in10,ventral,NA,yellow,area1,NA,NA,cover,in10_ventral_yellow_area1_cover_scale0006.jpg
in10,ventral,NA,yellow,area1,NA,NA,cover,in10_ventral_yellow_area1_cover_scale0011.jpg
in10,ventral,NA,yellow,area1,NA,NA,cover,in10_ventral_yellow_area1_cover_scale0023.jpg
in10,ventral,NA,yellow,area1,NA,NA,cover,in10_ventral_yellow_area1_cover_scale0008.jpg
in10,ventral,NA,yellow,area1,NA,NA,cover,in10_ventral_yellow_area1_cover_scale0030.jpg
in10,ventral,NA,yellow,area1,NA,NA,cover,in10_ventral_yellow_area1_cover_scale0004.jpg
in10,ventral,NA,yellow,area1,NA,NA,cover,in10_ventral_yellow_area1_cover_scale0009.jpg
in10,ventral,NA,yellow,area1,NA,NA,cover,in10_ventral_yellow_area1_cover_scale0014.jpg
in10,ventral,NA,yellow,area1,NA,NA,cover,in10_ventral_yellow_area1_cover_scale0022.jpg
in10,ventral,NA,yellow,area1,NA,NA,cover,in10_ventral_yellow_area1_cover_scale0016.jpg
in10,ventral,NA,yellow,area1,NA,NA,cover,in10_ventral_yellow_area1_cover_scale0010.jpg
in10,ventral,NA,yellow,area1,NA,NA,cover,in10_ventral_yellow_area1_cover_scale0019.jpg
in10,ventral,NA,yellow,area1,NA,NA,cover,in10_ventral_yellow_area1_cover_scale0005.jpg
in10,ventral,NA,yellow,area1,NA,NA,cover,in10_ventral_yellow_area1_cover_scale0007.jpg
in10,ventral,NA,yellow,area1,NA,NA,cover,in10_ventral_yellow_area1_cover_scale0001.jpg
in10,ventral,NA,yellow,area1,NA,NA,cover,in10_ventral_yellow_area1_cover_scale0029.jpg
in10,ventral,NA,yellow,area1,NA,NA,cover,in10_ventral_yellow_area1_cover_scale0015.jpg
in10,ventral,NA,yellow,area1,NA,NA,cover,in10_ventral_yellow_area1_cover_scale0024.jpg
in10,ventral,NA,yellow,area1,NA,NA,cover,in10_ventral_yellow_area1_cover_scale0012.jpg
in10,ventral,NA,yellow,area1,NA,NA,cover,in10_ventral_yellow_area1_cover_scale0017.jpg
in10,ventral,NA,yellow,area1,NA,NA,cover,in10_ventral_yellow_area1_cover_scale0028.jpg
in10,ventral,NA,yellow,area1,NA,NA,ground,in10_ventral_yellow_area1_ground_scale0048.jpg
in10,ventral,NA,yellow,area1,NA,NA,ground,in10_ventral_yellow_area1_ground_scale0040.jpg
in10,ventral,NA,yellow,area1,NA,NA,ground,in10_ventral_yellow_area1_ground_scale0050.jpg
in10,ventral,NA,yellow,area1,NA,NA,ground,in10_ventral_yellow_area1_ground_scale0052.jpg
in10,ventral,NA,yellow,area1,NA,NA,ground,in10_ventral_yellow_area1_ground_scale0049.jpg
in10,ventral,NA,yellow,area1,NA,NA,ground,in10_ventral_yellow_area1_ground_scale0042.jpg
in10,ventral,NA,yellow,area1,NA,NA,ground,in10_ventral_yellow_area1_ground_scale0047.jpg
in10,ventral,NA,yellow,area1,NA,NA,ground,in10_ventral_yellow_area1_ground_scale0046.jpg
in10,ventral,NA,yellow,area1,NA,NA,ground,in10_ventral_yellow_area1_ground_scale0053.jpg
in10,ventral,NA,yellow,area1,NA,NA,ground,in10_ventral_yellow_area1_ground_scale0043.jpg
in10,ventral,NA,yellow,area1,NA,NA,ground,in10_ventral_yellow_area1_ground_scale0036.jpg
in10,ventral,NA,yellow,area1,NA,NA,ground,in10_ventral_yellow_area1_ground_scale0032.jpg
in10,ventral,NA,yellow,area1,NA,NA,ground,in10_ventral_yellow_area1_ground_scale0039.jpg
in10,ventral,NA,yellow,area1,NA,NA,ground,in10_ventral_yellow_area1_ground_scale0051.jpg
in10,ventral,NA,yellow,area1,NA,NA,ground,in10_ventral_yellow_area1_ground_scale0045.jpg
in10,ventral,NA,yellow,area1,NA,NA,ground,in10_ventral_yellow_area1_ground_scale0041.jpg
in10,ventral,NA,yellow,area1,NA,NA,ground,in10_ventral_yellow_area1_ground_scale0044.jpg
in10,ventral,NA,yellow,area1,NA,NA,ground,in10_ventral_yellow_area1_ground_scale0057.jpg
in10,ventral,NA,yellow,area1,NA,NA,ground,in10_ventral_yellow_area1_ground_scale0056.jpg
in10,ventral,NA,yellow,area1,NA,NA,ground,in10_ventral_yellow_area1_ground_scale0055.jpg
in10,ventral,NA,yellow,area1,NA,NA,ground,in10_ventral_yellow_area1_ground_scale0035.jpg
in10,ventral,NA,yellow,area1,NA,NA,ground,in10_ventral_yellow_area1_ground_scale0037.jpg
in10,overlap,HW,tan,area27,NA,HWOverlap3,none,in10_overlap_tan_area27_none_scale0068.jpg
in10,overlap,HW,tan,area27,NA,HWOverlap3,none,in10_overlap_tan_area27_none_scale0096.jpg
in10,overlap,HW,tan,area27,NA,HWOverlap3,none,in10_overlap_tan_area27_none_scale0052.jpg
in10,overlap,HW,tan,area27,NA,HWOverlap3,none,in10_overlap_tan_area27_none_scale0076.jpg
in10,overlap,HW,tan,area27,NA,HWOverlap3,none,in10_overlap_tan_area27_none_scale0051.jpg
in10,overlap,HW,tan,area27,NA,HWOverlap3,none,in10_overlap_tan_area27_none_scale0058.jpg
in10,overlap,HW,tan,area27,NA,HWOverlap3,none,in10_overlap_tan_area27_none_scale0024.jpg
in10,overlap,HW,tan,area27,NA,HWOverlap3,none,in10_overlap_tan_area27_none_scale0021.jpg
in10,overlap,HW,tan,area27,NA,HWOverlap3,none,in10_overlap_tan_area27_none_scale0053.jpg
in10,overlap,HW,tan,area27,NA,HWOverlap3,none,in10_overlap_tan_area27_none_scale0016.jpg
in10,overlap,HW,tan,area27,NA,HWOverlap3,none,in10_overlap_tan_area27_none_scale0048.jpg
in10,overlap,HW,tan,area27,NA,HWOverlap3,none,in10_overlap_tan_area27_none_scale0028.jpg
in10,overlap,HW,tan,area27,NA,HWOverlap3,none,in10_overlap_tan_area27_none_scale0069.jpg
in10,overlap,HW,tan,area27,NA,HWOverlap3,none,in10_overlap_tan_area27_none_scale0084.jpg
in10,overlap,HW,tan,area27,NA,HWOverlap3,none,in10_overlap_tan_area27_none_scale0089.jpg
in10,overlap,HW,tan,area27,NA,HWOverlap3,none,in10_overlap_tan_area27_none_scale0034.jpg
in10,overlap,HW,tan,area27,NA,HWOverlap3,none,in10_overlap_tan_area27_none_scale0040.jpg
in10,overlap,HW,tan,area27,NA,HWOverlap3,none,in10_overlap_tan_area27_none_scale0074.jpg
in10,overlap,HW,tan,area27,NA,HWOverlap3,none,in10_overlap_tan_area27_none_scale0086.jpg
in10,overlap,HW,tan,area27,NA,HWOverlap3,none,in10_overlap_tan_area27_none_scale0031.jpg
in10,overlap,HW,tan,area27,NA,HWOverlap3,none,in10_overlap_tan_area27_none_scale0056.jpg
in10,overlap,HW,tan,area27,NA,HWOverlap3,none,in10_overlap_tan_area27_none_scale0023.jpg
in10,overlap,HW,tan,area27,NA,HWOverlap3,none,in10_overlap_tan_area27_none_scale0070.jpg
in10,overlap,HW,tan,area27,NA,HWOverlap3,none,in10_overlap_tan_area27_none_scale0011.jpg
in10,overlap,HW,tan,area27,NA,HWOverlap3,none,in10_overlap_tan_area27_none_scale0054.jpg
in10,overlap,HW,tan,area27,NA,HWOverlap3,none,in10_overlap_tan_area27_none_scale0018.jpg
in10,overlap,HW,tan,area27,NA,HWOverlap3,none,in10_overlap_tan_area27_none_scale0077.jpg
in10,overlap,HW,tan,area27,NA,HWOverlap3,none,in10_overlap_tan_area27_none_scale0085.jpg
in10,overlap,HW,tan,area27,NA,HWOverlap3,none,in10_overlap_tan_area27_none_scale0043.jpg
in10,overlap,HW,tan,area27,NA,HWOverlap3,none,in10_overlap_tan_area27_none_scale0035.jpg
in10,overlap,HW,tan,area27,NA,HWOverlap3,none,in10_overlap_tan_area27_none_scale0038.jpg
in10,overlap,HW,tan,area27,NA,HWOverlap3,none,in10_overlap_tan_area27_none_scale0022.jpg
in10,overlap,HW,tan,area27,NA,HWOverlap3,none,in10_overlap_tan_area27_none_scale0037.jpg
in10,overlap,HW,tan,area27,NA,HWOverlap3,none,in10_overlap_tan_area27_none_scale0066.jpg
in10,overlap,HW,tan,area27,NA,HWOverlap3,none,in10_overlap_tan_area27_none_scale0087.jpg
in10,overlap,HW,tan,area27,NA,HWOverlap3,none,in10_overlap_tan_area27_none_scale0045.jpg
in10,overlap,HW,tan,area27,NA,HWOverlap3,none,in10_overlap_tan_area27_none_scale0049.jpg
in10,overlap,HW,tan,area27,NA,HWOverlap3,none,in10_overlap_tan_area27_none_scale0025.jpg
in10,overlap,HW,tan,area27,NA,HWOverlap3,none,in10_overlap_tan_area27_none_scale0059.jpg
in10,overlap,HW,tan,area27,NA,HWOverlap3,none,in10_overlap_tan_area27_none_scale0027.jpg
in10,overlap,HW,tan,area27,NA,HWOverlap3,none,in10_overlap_tan_area27_none_scale0015.jpg
in10,overlap,HW,tan,area27,NA,HWOverlap3,none,in10_overlap_tan_area27_none_scale0013.jpg
in10,overlap,HW,tan,area27,NA,HWOverlap3,none,in10_overlap_tan_area27_none_scale0033.jpg
in10,overlap,HW,tan,area27,NA,HWOverlap3,none,in10_overlap_tan_area27_none_scale0019.jpg
in10,overlap,HW,tan,area27,NA,HWOverlap3,none,in10_overlap_tan_area27_none_scale0036.jpg
in10,overlap,HW,tan,area27,NA,HWOverlap3,none,in10_overlap_tan_area27_none_scale0004.jpg
in10,overlap,HW,tan,area27,NA,HWOverlap3,none,in10_overlap_tan_area27_none_scale0063.jpg
in10,overlap,HW,tan,area27,NA,HWOverlap3,none,in10_overlap_tan_area27_none_scale0009.jpg
in10,overlap,HW,tan,area27,NA,HWOverlap3,none,in10_overlap_tan_area27_none_scale0071.jpg
in10,overlap,HW,tan,area27,NA,HWOverlap3,none,in10_overlap_tan_area27_none_scale0080.jpg
in10,overlap,HW,tan,area27,NA,HWOverlap3,none,in10_overlap_tan_area27_none_scale0030.jpg
in10,overlap,HW,tan,area27,NA,HWOverlap3,none,in10_overlap_tan_area27_none_scale0091.jpg
in10,overlap,HW,tan,area27,NA,HWOverlap3,none,in10_overlap_tan_area27_none_scale0026.jpg
in10,overlap,HW,tan,area27,NA,HWOverlap3,none,in10_overlap_tan_area27_none_scale0014.jpg
in10,overlap,HW,tan,area27,NA,HWOverlap3,none,in10_overlap_tan_area27_none_scale0046.jpg
in10,overlap,HW,tan,area27,NA,HWOverlap3,none,in10_overlap_tan_area27_none_scale0073.jpg
in10,overlap,HW,tan,area27,NA,HWOverlap3,none,in10_overlap_tan_area27_none_scale0002.jpg
in10,overlap,HW,tan,area27,NA,HWOverlap3,none,in10_overlap_tan_area27_none_scale0041.jpg
in10,overlap,HW,tan,area27,NA,HWOverlap3,none,in10_overlap_tan_area27_none_scale0039.jpg
in10,overlap,HW,tan,area27,NA,HWOverlap3,none,in10_overlap_tan_area27_none_scale0007.jpg
in10,overlap,HW,tan,area27,NA,HWOverlap3,none,in10_overlap_tan_area27_none_scale0012.jpg
in10,overlap,HW,tan,area27,NA,HWOverlap3,none,in10_overlap_tan_area27_none_scale0057.jpg
in10,overlap,HW,tan,area27,NA,HWOverlap3,none,in10_overlap_tan_area27_none_scale0029.jpg
in10,overlap,HW,tan,area27,NA,HWOverlap3,none,in10_overlap_tan_area27_none_scale0064.jpg
in10,overlap,HW,tan,area27,NA,HWOverlap3,none,in10_overlap_tan_area27_none_scale0055.jpg
in10,overlap,HW,tan,area27,NA,HWOverlap3,none,in10_overlap_tan_area27_none_scale0003.jpg
in10,overlap,HW,tan,area27,NA,HWOverlap3,none,in10_overlap_tan_area27_none_scale0032.jpg
in10,overlap,HW,tan,area27,NA,HWOverlap3,none,in10_overlap_tan_area27_none_scale0006.jpg
in10,overlap,HW,tan,area27,NA,HWOverlap3,none,in10_overlap_tan_area27_none_scale0079.jpg
in10,overlap,HW,tan,area27,NA,HWOverlap3,none,in10_overlap_tan_area27_none_scale0065.jpg
in10,overlap,HW,tan,area25,NA,HWOverlap1,none,in10_overlap_tan_area25_none_scale0110.jpg
in10,overlap,HW,tan,area25,NA,HWOverlap1,none,in10_overlap_tan_area25_none_scale0068.jpg
in10,overlap,HW,tan,area25,NA,HWOverlap1,none,in10_overlap_tan_area25_none_scale0078.jpg
in10,overlap,HW,tan,area25,NA,HWOverlap1,none,in10_overlap_tan_area25_none_scale0096.jpg
in10,overlap,HW,tan,area25,NA,HWOverlap1,none,in10_overlap_tan_area25_none_scale0127.jpg
in10,overlap,HW,tan,area25,NA,HWOverlap1,none,in10_overlap_tan_area25_none_scale0086.jpg
in10,overlap,HW,tan,area25,NA,HWOverlap1,none,in10_overlap_tan_area25_none_scale0077.jpg
in10,overlap,HW,tan,area25,NA,HWOverlap1,none,in10_overlap_tan_area25_none_scale0088.jpg
in10,overlap,HW,tan,area25,NA,HWOverlap1,none,in10_overlap_tan_area25_none_scale0124.jpg
in10,overlap,HW,tan,area25,NA,HWOverlap1,none,in10_overlap_tan_area25_none_scale0074.jpg
in10,overlap,HW,tan,area25,NA,HWOverlap1,none,in10_overlap_tan_area25_none_scale0076.jpg
in10,overlap,HW,tan,area25,NA,HWOverlap1,none,in10_overlap_tan_area25_none_scale0121.jpg
in10,overlap,HW,tan,area25,NA,HWOverlap1,none,in10_overlap_tan_area25_none_scale0104.jpg
in10,overlap,HW,tan,area25,NA,HWOverlap1,none,in10_overlap_tan_area25_none_scale0081.jpg
in10,overlap,HW,tan,area25,NA,HWOverlap1,none,in10_overlap_tan_area25_none_scale0099.jpg
in10,overlap,HW,tan,area25,NA,HWOverlap1,none,in10_overlap_tan_area25_none_scale0100.jpg
in10,overlap,HW,tan,area25,NA,HWOverlap1,none,in10_overlap_tan_area25_none_scale0130.jpg
in10,overlap,HW,tan,area25,NA,HWOverlap1,none,in10_overlap_tan_area25_none_scale0062.jpg
in10,overlap,HW,tan,area25,NA,HWOverlap1,none,in10_overlap_tan_area25_none_scale0136.jpg
in10,overlap,HW,tan,area25,NA,HWOverlap1,none,in10_overlap_tan_area25_none_scale0069.jpg
in10,overlap,HW,tan,area25,NA,HWOverlap1,none,in10_overlap_tan_area25_none_scale0106.jpg
in10,overlap,HW,tan,area25,NA,HWOverlap1,none,in10_overlap_tan_area25_none_scale0080.jpg
in10,overlap,HW,tan,area25,NA,HWOverlap1,none,in10_overlap_tan_area25_none_scale0079.jpg
in10,overlap,HW,tan,area25,NA,HWOverlap1,none,in10_overlap_tan_area25_none_scale0066.jpg
in10,overlap,HW,tan,area25,NA,HWOverlap1,none,in10_overlap_tan_area25_none_scale0113.jpg
in10,overlap,HW,tan,area25,NA,HWOverlap1,none,in10_overlap_tan_area25_none_scale0126.jpg
in10,overlap,HW,tan,area25,NA,HWOverlap1,none,in10_overlap_tan_area25_none_scale0092.jpg
in10,overlap,HW,tan,area25,NA,HWOverlap1,none,in10_overlap_tan_area25_none_scale0073.jpg
in10,overlap,HW,tan,area25,NA,HWOverlap1,none,in10_overlap_tan_area25_none_scale0117.jpg
in10,overlap,HW,tan,area25,NA,HWOverlap1,none,in10_overlap_tan_area25_none_scale0087.jpg
in10,overlap,HW,tan,area25,NA,HWOverlap1,none,in10_overlap_tan_area25_none_scale0114.jpg
in10,overlap,HW,tan,area25,NA,HWOverlap1,none,in10_overlap_tan_area25_none_scale0105.jpg
in10,overlap,HW,tan,area25,NA,HWOverlap1,none,in10_overlap_tan_area25_none_scale0082.jpg
in10,overlap,HW,tan,area25,NA,HWOverlap1,none,in10_overlap_tan_area25_none_scale0063.jpg
in10,overlap,HW,tan,area25,NA,HWOverlap1,none,in10_overlap_tan_area25_none_scale0093.jpg
in10,overlap,HW,tan,area25,NA,HWOverlap1,none,in10_overlap_tan_area25_none_scale0118.jpg
in10,overlap,HW,tan,area25,NA,HWOverlap1,none,in10_overlap_tan_area25_none_scale0108.jpg
in10,overlap,HW,tan,area25,NA,HWOverlap1,none,in10_overlap_tan_area25_none_scale0103.jpg
in10,overlap,HW,tan,area25,NA,HWOverlap1,none,in10_overlap_tan_area25_none_scale0120.jpg
in10,overlap,HW,tan,area25,NA,HWOverlap1,none,in10_overlap_tan_area25_none_scale0070.jpg
in10,overlap,HW,tan,area25,NA,HWOverlap1,none,in10_overlap_tan_area25_none_scale0122.jpg
in10,overlap,HW,tan,area25,NA,HWOverlap1,none,in10_overlap_tan_area25_none_scale0094.jpg
in10,overlap,HW,tan,area25,NA,HWOverlap1,none,in10_overlap_tan_area25_none_scale0091.jpg
in10,overlap,HW,tan,area25,NA,HWOverlap1,none,in10_overlap_tan_area25_none_scale0097.jpg
in10,overlap,HW,tan,area25,NA,HWOverlap1,none,in10_overlap_tan_area25_none_scale0089.jpg
in10,overlap,HW,tan,area25,NA,HWOverlap1,none,in10_overlap_tan_area25_none_scale0115.jpg
in10,overlap,HW,tan,area25,NA,HWOverlap1,none,in10_overlap_tan_area25_none_scale0102.jpg
in10,overlap,HW,tan,area25,NA,HWOverlap1,none,in10_overlap_tan_area25_none_scale0090.jpg
in10,overlap,HW,tan,area25,NA,HWOverlap1,none,in10_overlap_tan_area25_none_scale0060.jpg
in10,overlap,HW,tan,area25,NA,HWOverlap1,none,in10_overlap_tan_area25_none_scale0065.jpg
in10,overlap,HW,tan,area25,NA,HWOverlap1,none,in10_overlap_tan_area25_none_scale0107.jpg
in10,overlap,HW,tan,area25,NA,HWOverlap1,none,in10_overlap_tan_area25_none_scale0072.jpg
in10,overlap,HW,tan,area25,NA,HWOverlap1,none,in10_overlap_tan_area25_none_scale0123.jpg
in10,overlap,HW,tan,area25,NA,HWOverlap1,none,in10_overlap_tan_area25_none_scale0128.jpg
in10,overlap,HW,tan,area25,NA,HWOverlap1,none,in10_overlap_tan_area25_none_scale0125.jpg
in10,overlap,HW,tan,area25,NA,HWOverlap1,none,in10_overlap_tan_area25_none_scale0131.jpg
in10,overlap,HW,tan,area25,NA,HWOverlap1,none,in10_overlap_tan_area25_none_scale0067.jpg
in10,overlap,HW,tan,area25,NA,HWOverlap1,none,in10_overlap_tan_area25_none_scale0084.jpg
in10,overlap,HW,tan,area25,NA,HWOverlap1,none,in10_overlap_tan_area25_none_scale0116.jpg
in10,overlap,HW,tan,area25,NA,HWOverlap1,none,in10_overlap_tan_area25_none_scale0119.jpg
in10,overlap,HW,tan,area25,NA,HWOverlap1,none,in10_overlap_tan_area25_none_scale0101.jpg
in10,overlap,HW,tan,area25,NA,HWOverlap1,none,in10_overlap_tan_area25_none_scale0083.jpg
in10,overlap,HW,tan,area25,NA,HWOverlap1,none,in10_overlap_tan_area25_none_scale0071.jpg
in10,overlap,HW,tan,area25,NA,HWOverlap1,none,in10_overlap_tan_area25_none_scale0135.jpg
in10,overlap,HW,tan,area25,NA,HWOverlap1,none,in10_overlap_tan_area25_none_scale0132.jpg
in10,overlap,HW,tan,area25,NA,HWOverlap1,none,in10_overlap_tan_area25_none_scale0112.jpg
in10,overlap,HW,tan,area25,NA,HWOverlap1,none,in10_overlap_tan_area25_none_scale0064.jpg
in10,overlap,HW,tan,area25,NA,HWOverlap1,none,in10_overlap_tan_area25_none_scale0061.jpg
in10,overlap,HW,tan,area25,NA,HWOverlap1,none,in10_overlap_tan_area25_none_scale0085.jpg
in10,overlap,HW,tan,area25,NA,HWOverlap1,none,in10_overlap_tan_area25_none_scale0134.jpg
in10,overlap,HW,tan,area26,NA,HWOverlap2,none,in10_overlap_tan_area26_none_scale0028.jpg
in10,overlap,HW,tan,area26,NA,HWOverlap2,none,in10_overlap_tan_area26_none_scale0046.jpg
in10,overlap,HW,tan,area26,NA,HWOverlap2,none,in10_overlap_tan_area26_none_scale0055.jpg
in10,overlap,HW,tan,area26,NA,HWOverlap2,none,in10_overlap_tan_area26_none_scale0050.jpg
in10,overlap,HW,tan,area26,NA,HWOverlap2,none,in10_overlap_tan_area26_none_scale0020.jpg
in10,overlap,HW,tan,area26,NA,HWOverlap2,none,in10_overlap_tan_area26_none_scale0041.jpg
in10,overlap,HW,tan,area26,NA,HWOverlap2,none,in10_overlap_tan_area26_none_scale0025.jpg
in10,overlap,HW,tan,area26,NA,HWOverlap2,none,in10_overlap_tan_area26_none_scale0023.jpg
in10,overlap,HW,tan,area26,NA,HWOverlap2,none,in10_overlap_tan_area26_none_scale0026.jpg
in10,overlap,HW,tan,area26,NA,HWOverlap2,none,in10_overlap_tan_area26_none_scale0052.jpg
in10,overlap,HW,tan,area26,NA,HWOverlap2,none,in10_overlap_tan_area26_none_scale0027.jpg
in10,overlap,HW,tan,area26,NA,HWOverlap2,none,in10_overlap_tan_area26_none_scale0054.jpg
in10,overlap,HW,tan,area26,NA,HWOverlap2,none,in10_overlap_tan_area26_none_scale0033.jpg
in10,overlap,HW,tan,area26,NA,HWOverlap2,none,in10_overlap_tan_area26_none_scale0016.jpg
in10,overlap,HW,tan,area26,NA,HWOverlap2,none,in10_overlap_tan_area26_none_scale0006.jpg
in10,overlap,HW,tan,area26,NA,HWOverlap2,none,in10_overlap_tan_area26_none_scale0042.jpg
in10,overlap,HW,tan,area26,NA,HWOverlap2,none,in10_overlap_tan_area26_none_scale0045.jpg
in10,overlap,HW,tan,area26,NA,HWOverlap2,none,in10_overlap_tan_area26_none_scale0012.jpg
in10,overlap,HW,tan,area26,NA,HWOverlap2,none,in10_overlap_tan_area26_none_scale0024.jpg
in10,overlap,HW,tan,area26,NA,HWOverlap2,none,in10_overlap_tan_area26_none_scale0034.jpg
in10,overlap,HW,tan,area26,NA,HWOverlap2,none,in10_overlap_tan_area26_none_scale0005.jpg
in10,overlap,HW,tan,area26,NA,HWOverlap2,none,in10_overlap_tan_area26_none_scale0031.jpg
in10,overlap,HW,tan,area26,NA,HWOverlap2,none,in10_overlap_tan_area26_none_scale0007.jpg
in10,overlap,HW,tan,area26,NA,HWOverlap2,none,in10_overlap_tan_area26_none_scale0022.jpg
in10,overlap,HW,tan,area26,NA,HWOverlap2,none,in10_overlap_tan_area26_none_scale0048.jpg
in10,overlap,HW,tan,area26,NA,HWOverlap2,none,in10_overlap_tan_area26_none_scale0019.jpg
in10,overlap,HW,tan,area26,NA,HWOverlap2,none,in10_overlap_tan_area26_none_scale0058.jpg
in10,overlap,HW,tan,area26,NA,HWOverlap2,none,in10_overlap_tan_area26_none_scale0056.jpg
in10,overlap,HW,tan,area26,NA,HWOverlap2,none,in10_overlap_tan_area26_none_scale0029.jpg
in10,overlap,HW,tan,area26,NA,HWOverlap2,none,in10_overlap_tan_area26_none_scale0010.jpg
in10,overlap,HW,tan,area26,NA,HWOverlap2,none,in10_overlap_tan_area26_none_scale0015.jpg
in10,overlap,HW,tan,area26,NA,HWOverlap2,none,in10_overlap_tan_area26_none_scale0001.jpg
in10,overlap,HW,tan,area26,NA,HWOverlap2,none,in10_overlap_tan_area26_none_scale0057.jpg
in10,overlap,HW,tan,area26,NA,HWOverlap2,none,in10_overlap_tan_area26_none_scale0049.jpg
in10,overlap,HW,tan,area26,NA,HWOverlap2,none,in10_overlap_tan_area26_none_scale0017.jpg
in10,overlap,HW,tan,area26,NA,HWOverlap2,none,in10_overlap_tan_area26_none_scale0021.jpg
in10,overlap,HW,tan,area26,NA,HWOverlap2,none,in10_overlap_tan_area26_none_scale0035.jpg
in10,overlap,HW,tan,area26,NA,HWOverlap2,none,in10_overlap_tan_area26_none_scale0002.jpg
in10,overlap,HW,tan,area26,NA,HWOverlap2,none,in10_overlap_tan_area26_none_scale0032.jpg
in10,overlap,HW,tan,area26,NA,HWOverlap2,none,in10_overlap_tan_area26_none_scale0003.jpg
in10,overlap,HW,tan,area26,NA,HWOverlap2,none,in10_overlap_tan_area26_none_scale0008.jpg
in10,overlap,HW,tan,area26,NA,HWOverlap2,none,in10_overlap_tan_area26_none_scale0040.jpg
in10,overlap,HW,tan,area26,NA,HWOverlap2,none,in10_overlap_tan_area26_none_scale0047.jpg
in10,overlap,HW,tan,area26,NA,HWOverlap2,none,in10_overlap_tan_area26_none_scale0059.jpg
in10,overlap,HW,tan,area26,NA,HWOverlap2,none,in10_overlap_tan_area26_none_scale0037.jpg
in10,overlap,HW,tan,area26,NA,HWOverlap2,none,in10_overlap_tan_area26_none_scale0013.jpg
in10,overlap,HW,tan,area26,NA,HWOverlap2,none,in10_overlap_tan_area26_none_scale0039.jpg
in10,overlap,HW,tan,area26,NA,HWOverlap2,none,in10_overlap_tan_area26_none_scale0011.jpg
in10,overlap,HW,tan,area26,NA,HWOverlap2,none,in10_overlap_tan_area26_none_scale0036.jpg
in10,overlap,HW,tan,area26,NA,HWOverlap2,none,in10_overlap_tan_area26_none_scale0051.jpg
in10,overlap,HW,tan,area26,NA,HWOverlap2,none,in10_overlap_tan_area26_none_scale0009.jpg
in10,overlap,HW,tan,area26,NA,HWOverlap2,none,in10_overlap_tan_area26_none_scale0014.jpg
in10,overlap,HW,tan,area26,NA,HWOverlap2,none,in10_overlap_tan_area26_none_scale0053.jpg
in10,overlap,HW,tan,area26,NA,HWOverlap2,none,in10_overlap_tan_area26_none_scale0038.jpg
in10,overlap,HW,tan,area26,NA,HWOverlap2,none,in10_overlap_tan_area26_none_scale0030.jpg
in10,overlap,HW,tan,area26,NA,HWOverlap2,none,in10_overlap_tan_area26_none_scale0018.jpg
in10,overlap,HW,tan,area26,NA,HWOverlap2,none,in10_overlap_tan_area26_none_scale0004.jpg
in10,overlap,HW,tan,area28,NA,HWOverlap7,none,in10_overlap_tan_area28_none_scale0093.jpg
in10,overlap,HW,tan,area28,NA,HWOverlap7,none,in10_overlap_tan_area28_none_scale0094.jpg
in10,overlap,HW,tan,area28,NA,HWOverlap7,none,in10_overlap_tan_area28_none_scale0098.jpg
in10,overlap,HW,tan,area28,NA,HWOverlap7,none,in10_overlap_tan_area28_none_scale0128.jpg
in10,overlap,HW,tan,area28,NA,HWOverlap7,none,in10_overlap_tan_area28_none_scale0119.jpg
in10,overlap,HW,tan,area28,NA,HWOverlap7,none,in10_overlap_tan_area28_none_scale0090.jpg
in10,overlap,HW,tan,area28,NA,HWOverlap7,none,in10_overlap_tan_area28_none_scale0078.jpg
in10,overlap,HW,tan,area28,NA,HWOverlap7,none,in10_overlap_tan_area28_none_scale0076.jpg
in10,overlap,HW,tan,area28,NA,HWOverlap7,none,in10_overlap_tan_area28_none_scale0104.jpg
in10,overlap,HW,tan,area28,NA,HWOverlap7,none,in10_overlap_tan_area28_none_scale0070.jpg
in10,overlap,HW,tan,area28,NA,HWOverlap7,none,in10_overlap_tan_area28_none_scale0063.jpg
